iter	RMSE
878	3.307918147
879	3.306710679
880	3.304946832
881	3.304887049
882	3.303297465
883	3.301797951
884	3.300692636
885	3.300162431
886	3.299089514
887	3.297005657
888	3.292859143
889	3.292296352
890	3.291424328
891	3.289748823
892	3.289677524
893	3.288258665
894	3.287600796
895	3.287297608
896	3.285371172
897	3.284682876
898	3.282710628
899	3.281005537
900	3.280956489
901	3.279163263
902	3.276657204
903	3.273882044
904	3.272015293
905	3.270558889
906	3.269384756
907	3.267069292
908	3.265582605
909	3.265532172
910	3.265472704
911	3.264772441
912	3.264708873
913	3.26150296
914	3.261445646
915	3.258817656
916	3.257305964
917	3.256404249
918	3.255162733
919	3.255115791
920	3.253661041
921	3.252959943
922	3.252365168
923	3.250390465
924	3.24834796
925	3.24719621
926	3.247114406
927	3.244998126
928	3.243948415
929	3.243872919
930	3.24374452
931	3.242597093
932	3.241460127
933	3.238927593
934	3.236451966
935	3.233974736
936	3.231980673
937	3.230054372
938	3.229713126
939	3.229461446
940	3.228496523
941	3.227693674
942	3.227494632
943	3.225486103
944	3.225431143
945	3.223724886
946	3.221217245
947	3.219626962
948	3.219009899
949	3.216671119
950	3.216578235
951	3.214041001
952	3.213773454
953	3.212927368
954	3.210075754
955	3.208393474
956	3.207372704
957	3.205341286
958	3.202503332
959	3.201384636
960	3.200618269
961	3.200024627
962	3.198303206
963	3.198011158
964	3.197291547
965	3.197229908
966	3.196710152
967	3.196567496
968	3.19616013
969	3.192871967
970	3.191039831
971	3.190168553
972	3.188984828
973	3.184531818
974	3.183423838
975	3.181332227
976	3.181240753
977	3.179986073
978	3.177738664
979	3.176786481
980	3.174434434
981	3.17248664
982	3.170648229
983	3.168987754
984	3.167418696
985	3.166811977
986	3.165237208
987	3.164582055
988	3.163526348
989	3.163007268
990	3.161478699
991	3.161228692
992	3.159643464
993	3.158504451
994	3.154729394
995	3.1534568
996	3.152248064
997	3.151810967
998	3.150926651
999	3.149081008
